event_id_1,event_id_2,cosine_score
699a23e76736db9dc26e66ea,699a23e76736db9dc26e66eb,1.0
699a3dae6736db9dc26e6710,699a3dae6736db9dc26e6711,1.0
699aa7456736db9dc26e6737,699aa7466736db9dc26e6738,1.0
699aa7456736db9dc26e6737,699aa7466736db9dc26e6739,1.0
699aa7476736db9dc26e673b,699aa7476736db9dc26e673c,1.0
699aba0f6736db9dc26e676e,699aba0f6736db9dc26e676f,1.0
699ad1806736db9dc26e679e,699ad1806736db9dc26e679f,1.0
699ad6376736db9dc26e67c1,699adf8c6736db9dc26e680b,1.0
699af26d6736db9dc26e6859,699b36676736db9dc26e6929,1.0
699af26d6736db9dc26e685a,699b36676736db9dc26e692a,1.0
699b00856736db9dc26e6885,699b10f06736db9dc26e68d0,1.0
699b00856736db9dc26e6885,699b23ac6736db9dc26e6902,1.0
699b00856736db9dc26e6886,699b10f06736db9dc26e68d1,1.0
699b00856736db9dc26e6886,699b23ac6736db9dc26e6903,1.0
699b23aa6736db9dc26e68f8,699b366b6736db9dc26e692e,1.0
699b23aa6736db9dc26e68f9,699b366b6736db9dc26e692f,1.0
699b23aa6736db9dc26e68fa,699b366b6736db9dc26e6930,1.0
699b23aa6736db9dc26e68fb,699b366b6736db9dc26e6931,1.0
699b23aa6736db9dc26e6900,699b366b6736db9dc26e6935,1.0
699b36666736db9dc26e6926,699b36666736db9dc26e6927,1.0
699b38b96736db9dc26e6938,699b38b96736db9dc26e6939,1.0
699b4ddd6736db9dc26e698a,699c21106736db9dc26e6b0c,1.0
699b4ddd6736db9dc26e698b,699c21106736db9dc26e6b0d,1.0
699b4ddd6736db9dc26e698c,699c21106736db9dc26e6b0e,1.0
699b888e6736db9dc26e69ef,699b888e6736db9dc26e69f0,1.0
699b888e6736db9dc26e69ef,699b888e6736db9dc26e69f1,1.0
699bda936736db9dc26e6a30,699bda936736db9dc26e6a31,1.0
699bf2076736db9dc26e6a60,699bf2076736db9dc26e6a61,1.0
699bf45f6736db9dc26e6a70,699bf45f6736db9dc26e6a71,1.0
699c109c6736db9dc26e6ab3,699c109c6736db9dc26e6ab4,1.0
699c109c6736db9dc26e6ab3,699c109c6736db9dc26e6ab5,1.0
699c109c6736db9dc26e6ab3,699c109c6736db9dc26e6ab6,1.0
699c3d326736db9dc26e6b8f,699c3d326736db9dc26e6b90,1.0
699c3d326736db9dc26e6b8f,699c3d326736db9dc26e6b91,1.0
699c5ba06736db9dc26e6bff,699c5ba06736db9dc26e6c01,1.0
699c67586736db9dc26e6c4d,699c67586736db9dc26e6c4e,1.0
699c675b6736db9dc26e6c52,699c675b6736db9dc26e6c53,1.0
699c77e26736db9dc26e6ca6,699c77e26736db9dc26e6ca7,1.0
699c77e26736db9dc26e6ca6,699c77e26736db9dc26e6ca8,1.0
699c81486736db9dc26e6cd0,699c81486736db9dc26e6cd1,1.0
699c839a6736db9dc26e6cda,699c839a6736db9dc26e6cdb,1.0
699c839a6736db9dc26e6cda,699c839b6736db9dc26e6cdc,1.0
699c839a6736db9dc26e6cda,699c839b6736db9dc26e6cdd,1.0
699c839a6736db9dc26e6cda,699c839b6736db9dc26e6cde,1.0
699c839a6736db9dc26e6cda,699c839b6736db9dc26e6cdf,1.0
699c8aa16736db9dc26e6d14,699c8aa16736db9dc26e6d16,1.0
699c91aa6736db9dc26e6d41,699c91aa6736db9dc26e6d42,1.0
699c98af6736db9dc26e6d64,699c98af6736db9dc26e6d65,1.0
699d3a8c6736db9dc26e6ebd,699d3a8c6736db9dc26e6ebe,1.0
699d3a8c6736db9dc26e6ebd,699d3a8c6736db9dc26e6ebf,1.0
699d43f06736db9dc26e6edc,699d43f06736db9dc26e6edd,1.0
699d62656736db9dc26e6f16,699d62656736db9dc26e6f17,1.0
699d62656736db9dc26e6f16,699d62656736db9dc26e6f18,1.0
699d709c6736db9dc26e6f3c,699d709c6736db9dc26e6f3d,1.0
699dac9514081821d1eea2c3,699dac9614081821d1eea2c4,1.0
699dacbf14081821d1eea2ce,699dacbf14081821d1eea2d0,1.0
699dbad114081821d1eea338,699e28cfad1db2119a5fad2c,1.0
699dbad114081821d1eea339,699e28cfad1db2119a5fad2d,1.0
699dbad114081821d1eea33a,699e28cfad1db2119a5fad2e,1.0
699e2631ad1db2119a5fad24,699e2631ad1db2119a5fad25,1.0
699e60e9ad1db2119a5fad8c,699e96d7ad1db2119a5fadf8,1.0
699e60e9ad1db2119a5fad8d,699e96d7ad1db2119a5fadf9,1.0
699e6ef1ad1db2119a5fad94,699e6ef1ad1db2119a5fad95,1.0
699ea4e1ad1db2119a5fae2b,699ea4e1ad1db2119a5fae2c,1.0
699ea4e1ad1db2119a5fae2b,699ea4e1ad1db2119a5fae2d,1.0
